userId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
182,28,126.0,29.0,110.0,198.0,31.0,0.0,241.0,56.0,0.0,3.0,14.0,19.0,4.0,161.0,28.0,87.0,22.0,24.0
183,5,16.0,3.0,7.0,38.0,58.0,4.0,98.0,8.0,3.0,8.0,0.0,0.0,32.0,20.0,21.0,51.0,8.0,0.0
184,10,33.0,23.0,21.0,71.0,35.0,3.0,69.0,11.0,0.0,4.0,9.0,13.0,0.0,28.0,10.0,60.0,10.0,0.0
185,38,276.0,219.0,225.0,352.0,72.0,0.0,237.0,203.0,3.0,38.0,15.0,134.0,17.0,130.0,205.0,73.0,34.0,10.0
186,16,69.0,25.0,7.0,20.0,25.0,0.0,82.0,35.5,0.0,0.0,22.0,3.5,22.0,21.5,59.0,55.5,0.0,0.0
187,43,185.0,98.0,184.5,550.5,145.0,30.5,612.0,158.0,6.0,98.0,33.0,89.5,116.5,272.5,93.0,224.5,8.5,0.0
188,26,105.0,56.0,110.0,120.0,52.0,0.0,143.0,64.0,0.0,16.0,13.0,57.0,19.0,70.0,51.0,93.0,15.0,8.0
189,48,58.0,7.0,10.0,161.0,85.0,2.0,214.0,22.0,8.0,78.0,0.0,2.0,76.0,57.0,60.0,171.0,19.0,1.0
190,5,18.0,15.0,22.0,105.0,24.0,0.0,152.0,26.0,0.0,5.0,0.0,3.0,29.0,42.0,12.0,22.0,7.0,4.0
191,12,27.0,4.0,6.0,23.0,27.0,0.0,43.0,2.0,0.0,4.0,6.0,4.0,3.0,13.0,8.0,46.0,11.0,4.0
192,17,62.0,23.0,53.0,62.0,21.0,0.0,82.0,27.0,0.0,3.0,10.0,23.0,9.0,47.0,14.0,49.0,14.0,14.0
193,6,40.0,11.0,11.0,160.0,50.0,0.0,163.0,32.0,7.0,4.0,0.0,5.0,12.0,62.0,11.0,38.0,17.0,0.0
194,25,67.0,8.0,11.0,50.0,28.0,0.0,63.0,19.0,0.0,6.0,9.0,8.0,7.0,29.0,44.0,69.0,17.0,10.0
195,148,314.0,45.0,105.0,493.0,203.0,23.0,678.0,158.0,66.0,72.0,6.0,105.0,68.0,270.0,196.0,261.0,143.0,53.0
196,24,97.0,3.0,12.0,138.0,17.0,0.0,174.0,21.0,3.0,20.0,0.0,12.0,25.0,87.0,52.0,102.0,7.0,17.0
197,36,149.0,10.0,19.0,69.0,12.0,0.0,27.0,58.0,3.0,14.0,0.0,5.0,13.0,17.0,186.0,62.0,7.0,4.0
198,6,54.0,21.5,18.5,110.0,63.5,14.5,178.0,20.5,7.0,0.0,0.0,3.0,12.5,53.5,14.0,32.0,32.5,11.0
199,182,351.5,45.0,11.5,375.5,340.5,31.0,593.5,126.5,23.0,244.5,110.0,12.5,190.5,95.0,548.5,671.0,79.0,22.0
200,95,264.5,118.0,129.0,341.5,205.5,1.5,322.0,91.5,2.5,30.5,44.0,26.0,76.5,165.5,139.5,286.0,56.0,4.0
201,49,184.5,56.0,55.0,165.0,94.5,9.0,176.5,63.5,4.0,31.0,14.0,12.0,51.0,82.0,117.0,183.0,17.0,4.0
202,30,107.0,0.0,12.0,94.0,31.0,0.0,104.0,16.0,0.0,23.0,0.0,13.0,12.0,27.0,81.0,38.0,30.0,17.0
203,8,19.0,7.0,7.0,11.0,80.0,0.0,65.5,5.0,58.5,0.0,5.0,0.0,48.0,10.0,9.0,76.5,4.5,0.0
204,8,17.5,3.5,4.5,43.0,25.5,0.0,59.5,6.5,10.0,3.0,0.0,0.0,15.0,33.5,11.5,14.5,3.0,5.5
205,97,319.5,160.0,131.0,224.0,105.0,5.5,216.0,197.5,0.0,50.0,93.0,19.5,54.0,104.0,163.5,215.0,48.0,5.0
206,11,48.0,3.0,16.0,46.0,6.0,0.0,46.0,19.0,0.0,15.0,0.0,2.0,0.0,12.0,39.0,23.0,9.0,0.0
207,6,13.0,8.0,6.5,56.5,21.0,0.0,30.5,7.5,0.0,4.0,0.0,2.0,4.0,18.5,11.0,28.5,0.5,1.0
208,5,21.5,0.0,0.0,74.0,48.5,4.0,132.0,3.0,0.0,6.0,0.0,0.0,14.0,47.5,18.5,52.0,8.5,0.0
209,8,11.0,0.0,0.0,30.0,9.0,0.0,16.0,2.0,0.0,8.0,0.0,2.0,4.0,16.0,10.0,16.0,7.0,4.0
210,7,33.5,7.0,14.0,44.0,9.0,0.0,40.5,10.5,0.0,12.0,8.0,3.5,10.0,11.5,10.0,26.5,0.0,3.0
211,9,38.0,12.0,22.0,76.0,29.0,0.0,145.0,23.0,8.0,3.0,4.0,17.0,30.0,46.0,36.0,53.0,24.0,0.0
212,243,599.5,212.5,283.0,948.0,429.0,12.0,1358.0,367.5,3.0,164.0,95.5,194.5,186.5,635.0,330.0,661.0,186.5,52.0
213,421,969.5,330.0,429.0,770.0,348.5,0.0,604.0,550.5,0.0,212.5,307.0,98.5,192.5,381.0,754.5,868.0,33.5,21.0
214,76,202.0,37.0,56.0,173.0,188.0,13.0,418.0,58.0,15.0,52.0,9.0,55.0,91.0,120.0,181.0,278.0,70.0,18.0
215,14,53.0,3.0,18.0,59.0,40.0,0.0,102.0,30.0,5.0,4.0,0.0,14.0,25.0,51.0,29.0,48.0,17.0,0.0
216,17,70.5,38.0,46.5,149.0,57.0,14.5,183.5,67.5,4.5,9.5,4.0,33.5,36.0,104.0,47.0,68.5,13.5,4.0
217,45,145.0,10.0,10.0,237.5,73.5,5.0,84.0,24.0,0.0,2.5,4.5,13.0,10.0,54.5,87.5,93.0,21.0,5.0
218,15,54.0,8.5,17.5,43.0,24.0,0.0,50.5,26.0,4.0,26.5,0.0,3.5,12.0,18.0,38.5,40.5,10.0,0.0
219,25,104.5,39.5,51.5,354.0,87.0,0.0,156.5,53.5,0.0,0.0,5.0,18.0,28.5,120.5,38.0,80.0,12.0,3.0
220,51,120.0,33.0,40.0,388.0,207.0,16.0,616.0,35.0,23.0,63.0,4.0,35.0,93.0,226.0,77.0,245.0,69.0,7.0
221,11,18.0,0.0,0.0,25.5,11.5,0.0,7.0,5.5,0.0,3.0,0.0,2.5,0.0,17.0,18.0,9.5,2.0,8.0
222,9,43.0,13.0,20.0,81.0,31.0,4.0,250.0,24.0,22.0,18.0,0.0,62.0,23.0,126.0,27.0,30.0,36.0,3.0
223,12,36.0,0.0,6.0,27.0,28.0,0.0,62.0,9.0,0.0,0.0,0.0,4.0,13.0,31.0,20.0,67.0,9.0,0.0
224,14,61.0,13.0,31.0,108.0,79.0,5.0,223.0,24.0,9.0,4.0,5.0,9.0,36.0,77.0,32.0,94.0,9.0,5.0
225,10,49.0,17.0,20.0,36.0,22.0,0.0,41.0,20.0,0.0,13.0,13.0,17.0,5.0,14.0,22.0,39.0,9.0,5.0
226,13,28.0,3.5,5.0,32.5,22.5,0.0,61.5,7.0,0.0,1.5,6.0,0.0,10.5,43.5,8.5,41.0,0.0,0.0
227,3,4.0,4.0,9.0,44.0,14.0,0.0,28.0,5.0,0.0,25.0,0.0,0.0,9.0,13.0,0.0,34.0,0.0,5.0
228,42,123.5,19.0,20.5,134.5,53.0,4.0,27.5,44.5,0.0,5.0,22.0,5.0,22.0,12.5,101.5,47.0,4.0,5.0
229,5,25.5,0.0,9.0,26.5,25.0,0.0,103.5,12.5,4.0,4.5,0.0,9.5,4.0,37.0,4.0,22.5,17.0,8.0
230,13,52.0,0.0,0.0,201.0,133.5,4.0,312.0,32.5,4.0,16.5,16.5,0.0,54.0,80.5,45.0,104.0,7.5,0.0
231,3,10.0,4.0,4.0,34.0,54.0,0.0,70.0,0.0,6.0,14.0,0.0,0.0,43.0,28.0,8.0,72.0,5.0,0.0
232,150,585.0,97.0,181.0,1006.0,315.0,26.0,1401.0,303.0,44.0,90.0,8.0,161.0,166.0,605.0,317.0,414.0,243.0,100.0
233,15,34.0,0.0,3.0,30.0,17.0,0.0,53.0,3.0,0.0,0.0,0.0,3.0,3.0,27.0,7.0,63.0,4.0,0.0
234,31,151.0,66.5,66.5,201.0,55.0,23.5,152.5,102.5,0.0,11.5,21.5,34.5,18.5,73.5,103.0,77.5,9.0,9.0
235,27,106.5,30.0,52.5,286.0,136.0,0.0,324.0,40.5,5.0,13.0,9.0,47.5,81.0,200.0,49.0,196.5,23.0,8.5
236,32,113.5,18.0,13.5,207.0,188.5,3.5,581.0,52.0,94.5,53.5,5.5,24.5,121.0,208.0,65.0,205.0,91.0,30.0
237,18,50.5,13.5,13.5,57.0,41.5,0.0,59.5,15.0,0.0,9.0,7.0,13.5,9.5,17.5,43.0,40.5,2.5,2.0
238,11,27.5,4.0,8.0,179.5,41.5,2.0,200.0,21.0,0.0,3.5,8.0,0.0,28.0,163.5,38.0,62.0,18.5,4.5
239,51,132.0,41.0,92.0,973.0,93.0,9.0,247.0,113.0,0.0,23.0,0.0,50.0,14.0,282.0,84.0,61.0,20.0,27.0
240,38,167.0,61.5,65.0,419.5,154.5,9.0,430.5,112.0,16.5,38.5,16.5,42.0,120.0,272.5,78.0,195.5,14.5,7.0
241,15,37.0,15.0,36.0,76.0,41.0,0.0,71.0,28.0,0.0,6.0,8.0,12.0,9.0,25.0,18.0,52.0,2.0,0.0
242,75,214.0,15.0,39.0,557.0,357.0,0.0,1154.0,66.0,30.0,33.0,5.0,46.0,195.0,455.0,145.0,505.0,98.0,43.0
243,122,366.0,81.5,95.5,320.5,116.5,14.5,331.5,204.0,3.5,212.0,21.5,59.5,110.5,136.0,234.0,298.0,76.0,11.0
244,37,127.5,13.5,11.5,107.5,23.5,0.0,74.5,54.0,0.0,24.0,26.0,0.0,7.5,24.5,110.5,57.0,26.0,0.0
245,18,47.0,6.0,27.0,116.0,84.0,9.0,343.0,30.0,5.0,10.0,0.0,16.0,58.0,93.0,47.0,125.0,45.0,13.0
246,14,59.0,18.0,23.0,34.0,0.0,0.0,32.0,18.0,0.0,7.0,3.0,14.0,4.0,24.0,35.0,31.0,4.0,4.0
247,144,259.0,27.0,82.0,554.0,171.0,0.0,200.0,137.0,5.0,76.0,0.0,26.0,58.0,140.0,197.0,282.0,35.0,32.0
248,42,121.0,4.0,7.0,67.0,18.0,0.0,236.0,12.0,4.0,30.0,0.0,0.0,40.0,44.0,161.0,98.0,192.0,13.0
249,7,16.0,0.0,0.0,41.0,15.0,0.0,30.0,3.0,0.0,3.0,0.0,0.0,0.0,21.0,7.0,17.0,5.0,4.0
250,54,186.0,64.0,64.0,223.5,137.5,0.0,361.0,86.5,0.0,36.0,76.0,7.5,79.5,125.0,153.5,214.5,49.5,5.0
251,62,241.5,116.5,80.5,177.5,30.5,0.0,144.0,137.5,0.0,21.0,95.0,32.0,10.0,104.0,188.5,110.0,22.0,4.0
252,17,56.0,8.0,11.0,51.0,18.0,0.0,27.0,18.0,0.0,5.0,0.0,3.0,8.0,23.0,37.0,52.0,4.0,0.0
253,67,216.0,39.5,72.5,301.5,120.5,0.0,353.5,107.5,4.0,26.5,8.0,27.0,54.0,140.0,101.0,153.0,55.0,26.5
254,34,85.0,31.0,53.0,190.0,78.0,7.0,221.0,49.0,4.0,22.0,7.0,37.0,42.0,96.0,49.0,116.0,11.0,13.0
255,19,80.0,15.0,26.0,227.0,68.5,0.0,365.0,83.5,9.5,10.5,14.0,24.5,52.5,212.0,32.5,78.5,36.0,12.0
256,8,10.0,0.0,3.0,30.0,18.0,0.0,40.0,3.0,0.0,0.0,0.0,3.0,6.0,24.0,1.0,38.0,0.0,0.0
257,32,115.0,109.5,30.0,76.0,70.0,4.5,197.0,69.5,24.0,14.0,2.5,4.0,33.0,40.5,68.0,87.5,20.0,15.5
258,6,26.0,0.0,0.0,24.0,18.0,0.0,106.0,3.0,0.0,18.0,0.0,6.0,5.0,22.0,13.0,31.0,9.0,14.0
259,6,4.0,0.0,13.0,48.0,17.0,13.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,15.0,4.0,0.0
260,20,56.0,0.0,0.0,48.0,11.0,0.0,53.0,19.5,0.0,9.0,13.0,0.0,3.5,25.0,63.0,36.5,4.0,4.0
261,26,79.5,13.0,10.0,44.5,27.0,0.0,52.0,15.5,0.0,4.5,7.5,3.5,17.5,20.5,75.5,78.0,16.5,4.5
262,75,160.0,67.0,84.0,527.5,237.0,40.5,887.5,169.5,11.5,646.0,18.5,51.5,228.5,241.5,134.5,567.5,57.0,10.5
263,39,90.5,2.5,13.0,118.5,78.0,0.0,170.0,23.5,3.5,17.0,3.5,3.0,24.0,72.0,54.5,93.0,55.0,30.0
264,3,9.0,10.0,15.0,92.0,4.0,3.0,72.0,4.0,0.0,0.0,0.0,17.0,4.0,119.0,5.0,12.0,13.0,0.0
265,16,70.0,0.0,8.0,215.0,106.0,7.0,531.0,24.0,41.0,3.0,0.0,29.0,68.0,182.0,10.0,83.0,102.0,33.0
266,9,27.0,11.0,17.0,43.0,33.0,0.0,92.0,11.0,0.0,4.0,13.0,11.0,4.0,34.0,7.0,51.0,9.0,5.0
267,8,19.0,0.0,0.0,57.0,49.0,0.0,112.5,8.5,0.0,4.0,0.0,0.0,28.5,27.0,15.5,60.0,11.5,0.0
268,133,382.0,131.5,172.5,593.0,251.0,0.0,550.5,222.0,10.0,93.5,81.5,79.5,116.0,292.5,262.5,388.5,76.5,38.5
269,5,8.0,0.0,0.0,15.0,19.0,0.0,63.0,5.0,10.0,3.0,0.0,3.0,26.0,28.0,8.0,35.0,8.0,0.0
270,103,267.0,46.0,26.0,308.0,147.0,0.0,352.5,100.0,13.0,66.5,124.0,27.0,91.5,81.0,325.0,254.5,27.0,12.0
271,37,114.5,25.0,25.0,66.5,45.0,0.0,101.5,36.0,0.0,18.0,5.0,14.5,17.0,33.0,87.5,73.0,19.5,3.0
272,29,119.0,24.0,27.0,25.5,11.5,0.0,16.0,35.0,0.0,0.0,48.0,2.0,9.0,2.0,60.0,31.5,4.0,0.0
273,49,226.5,44.0,49.5,147.5,63.5,0.0,113.0,102.5,0.0,22.0,100.0,23.5,34.5,47.5,136.0,88.0,4.0,0.0
274,8,22.5,3.0,6.0,80.5,54.5,0.0,73.5,24.0,0.0,16.5,0.0,0.0,13.5,19.5,26.0,56.0,7.5,3.5
275,46,222.5,61.5,69.5,388.0,159.0,37.5,495.0,96.0,7.5,11.0,97.0,15.0,48.0,204.0,99.0,167.5,32.0,22.0
276,13,15.0,9.5,12.5,30.5,18.0,0.0,4.5,9.5,0.0,9.0,2.5,0.0,2.0,8.0,11.0,14.0,3.5,3.5
277,34,112.5,38.5,20.5,46.0,41.0,0.0,85.5,33.5,0.0,4.0,22.5,0.0,7.5,20.5,90.0,69.5,15.0,0.0
278,6,14.0,0.0,16.0,61.0,35.0,9.0,130.0,7.0,6.0,0.0,0.0,15.0,15.0,40.0,6.0,27.0,7.0,2.0
279,21,48.0,9.0,18.0,58.0,35.0,0.0,86.0,13.0,0.0,9.0,9.0,9.0,13.0,45.0,27.0,74.0,23.0,12.0
280,7,18.0,7.0,11.0,35.0,0.0,0.0,55.0,3.0,0.0,0.0,0.0,4.0,0.0,74.0,18.0,17.0,12.0,4.0
281,21,102.0,12.0,17.0,75.0,47.5,4.0,176.0,18.0,7.0,12.5,3.5,21.0,37.0,63.0,32.0,68.0,55.5,10.5
282,56,156.5,17.5,25.0,138.0,94.0,0.0,232.5,56.5,0.0,15.0,4.5,6.5,29.0,76.5,65.0,127.0,50.5,10.0
283,22,119.5,65.0,61.0,261.5,136.0,46.0,436.0,45.5,9.0,5.0,20.0,11.0,48.5,167.0,50.0,148.5,43.5,3.0
284,19,49.0,3.0,9.0,34.0,31.0,0.0,86.0,9.0,0.0,3.0,0.0,5.0,17.0,26.0,19.0,98.0,0.0,0.0
285,134,363.0,95.0,158.0,643.0,200.0,0.0,336.0,216.0,2.0,175.0,3.0,77.0,103.0,150.0,280.0,326.0,66.0,36.0
286,13,42.0,6.0,26.0,55.0,9.0,0.0,33.0,11.0,0.0,14.0,5.0,6.0,4.0,16.0,26.0,33.0,0.0,7.0
287,116,584.5,292.0,333.0,365.5,115.0,4.5,269.0,196.5,4.5,20.0,212.0,60.0,95.5,102.0,412.5,269.5,33.5,18.5
288,34,80.0,12.0,24.0,114.0,48.0,0.0,86.0,27.0,0.0,5.0,10.0,12.0,10.0,68.0,39.0,87.0,23.0,18.0
289,2,16.0,13.0,27.0,44.0,3.0,0.0,33.5,11.5,0.0,0.5,0.0,4.5,0.5,17.5,0.0,1.0,0.5,4.5
290,34,100.5,24.0,29.0,59.5,73.0,10.0,99.0,32.0,0.0,18.5,17.5,0.0,37.0,19.0,92.0,141.5,14.0,0.0
291,32,149.5,20.5,21.0,125.5,47.5,0.0,137.0,57.0,0.0,33.0,5.0,21.5,22.0,43.5,81.5,80.5,26.5,19.5
292,66,237.0,51.5,120.5,482.0,162.5,0.0,503.5,142.0,9.0,43.5,19.5,65.0,70.5,321.0,113.5,240.0,26.5,5.5
293,23,93.5,44.5,44.0,118.0,28.0,0.0,104.0,66.0,0.0,20.0,0.0,10.0,11.5,58.5,61.0,39.0,14.0,0.0
294,207,856.5,366.5,619.5,1827.0,269.5,32.0,911.5,525.5,17.5,195.5,49.0,509.5,159.5,1029.0,316.0,484.0,54.0,47.5
295,89,289.0,65.0,86.5,293.0,182.5,6.5,397.0,98.0,3.0,57.0,21.5,51.0,74.5,168.5,162.5,273.0,68.0,8.5
296,3,28.5,20.0,28.5,74.5,5.0,0.0,13.5,14.5,0.0,0.0,5.0,18.0,5.5,26.5,10.0,5.0,0.0,0.0
297,29,80.0,42.5,13.5,265.5,95.5,3.0,229.0,64.0,0.0,8.0,10.0,6.5,38.5,103.0,60.0,55.5,43.5,4.0
298,31,97.0,125.0,30.0,113.0,86.0,0.0,139.5,76.0,0.0,14.0,28.0,0.0,30.0,40.0,140.0,77.5,10.0,0.0
299,41,116.5,12.0,13.0,453.5,293.0,71.0,948.5,177.0,53.0,259.5,11.0,51.0,156.0,173.0,179.5,355.5,59.0,41.5
300,28,77.0,2.0,2.0,39.0,23.5,0.0,63.0,14.5,3.0,22.0,4.5,2.0,20.0,28.0,63.0,68.5,14.0,3.0
301,2,17.0,7.0,6.0,34.0,10.0,0.0,43.5,13.5,0.0,8.0,0.0,13.0,9.5,23.5,7.5,10.5,0.0,0.0
302,13,30.0,21.0,31.0,45.0,17.0,0.0,34.0,17.0,0.0,5.0,7.0,18.0,0.0,35.0,15.0,34.0,3.0,4.0
303,40,171.5,40.0,79.5,354.5,147.0,16.5,406.0,143.0,0.0,40.0,28.0,60.0,55.0,194.5,119.0,136.0,54.5,11.5
304,19,74.5,23.5,12.0,125.5,94.0,59.0,240.0,14.5,0.0,15.0,13.5,17.0,55.5,51.5,83.5,108.0,28.5,0.0
305,11,21.0,0.0,3.0,20.0,36.0,0.0,33.0,1.0,13.0,0.0,0.0,0.0,12.0,10.0,20.0,40.0,4.0,3.0
306,94,255.0,50.0,119.0,978.0,235.0,14.0,1124.0,159.0,17.0,120.0,19.0,150.0,140.0,630.0,169.0,461.0,52.0,25.0
307,13,30.0,0.0,0.0,81.0,134.5,9.0,215.5,9.0,9.0,0.0,4.0,0.0,47.5,40.5,13.5,102.0,35.0,9.0
308,15,34.0,0.0,5.0,92.0,7.0,0.0,86.0,14.0,0.0,43.0,3.0,7.0,16.0,47.0,10.0,66.0,12.0,12.0
309,27,120.5,23.0,28.0,257.0,117.5,17.5,244.5,52.0,4.0,13.0,4.0,5.0,36.0,68.0,41.0,80.5,39.5,13.0
310,5,8.5,1.5,1.5,26.0,10.5,3.5,10.0,7.5,0.0,8.5,0.0,0.0,5.5,5.0,19.5,14.0,1.5,0.0
311,220,560.5,92.5,250.5,1114.0,398.0,7.0,1626.5,145.0,40.0,32.0,15.5,210.5,173.0,828.5,265.0,608.5,218.5,134.0
312,80,126.0,23.0,39.0,357.0,179.0,51.0,486.0,76.0,11.0,29.0,2.0,33.0,39.0,235.0,108.0,240.0,44.0,3.0
313,103,260.5,86.5,100.5,392.0,168.5,11.5,472.5,79.0,1.0,69.5,19.0,43.0,93.5,261.5,115.0,328.5,61.0,20.0
314,17,47.5,8.5,4.5,34.5,35.0,0.0,60.5,2.0,0.0,4.5,14.5,0.0,8.5,8.5,58.0,52.0,13.5,0.0
315,12,17.0,6.0,7.0,76.0,27.0,0.0,66.0,12.0,4.0,6.0,1.0,12.0,3.0,39.0,13.0,17.0,8.0,5.0
316,82,255.5,45.0,45.5,156.0,87.5,0.0,128.0,89.5,0.0,13.0,110.0,3.5,44.0,59.5,166.5,149.0,22.5,0.0
317,10,37.0,6.0,6.0,19.0,21.0,0.0,31.0,3.0,0.0,0.0,7.0,6.0,0.0,11.0,21.0,35.0,4.0,3.0
318,28,63.0,8.0,12.0,54.0,27.0,0.0,72.0,11.0,0.0,3.0,0.0,9.0,4.0,31.0,30.0,103.0,5.0,0.0
319,10,18.0,0.0,0.0,27.0,14.0,0.0,23.0,0.0,0.0,11.0,0.0,0.0,0.0,16.0,17.0,20.0,7.0,3.0
320,13,39.0,13.0,16.5,42.0,43.0,3.5,146.0,14.0,0.0,3.5,19.5,3.0,31.5,60.5,75.5,71.5,24.0,0.0
321,10,8.0,12.0,24.0,114.0,88.0,0.0,164.0,29.0,43.0,3.0,0.0,5.0,73.0,74.0,6.0,82.0,13.0,4.0
322,4,8.0,0.0,0.0,17.0,40.0,0.0,93.0,0.0,25.0,5.0,0.0,5.0,98.0,25.0,11.0,78.0,0.0,0.0
323,6,15.5,3.5,7.0,32.5,19.0,0.0,48.0,8.0,0.0,0.0,0.0,3.5,6.5,35.0,6.5,27.0,14.0,0.0
324,52,178.5,49.0,62.5,182.5,57.5,10.5,232.0,109.5,0.0,19.5,54.5,23.5,27.5,53.5,126.0,114.0,35.5,10.5
325,4,8.5,1.5,1.5,23.0,4.5,0.0,17.5,7.5,0.0,4.0,0.0,3.0,0.0,13.5,6.5,11.5,0.0,0.0
326,11,66.0,4.0,29.0,30.0,13.0,0.0,37.0,28.0,0.0,0.0,0.0,9.0,13.0,14.0,23.0,11.0,5.0,7.0
327,27,94.0,16.5,8.0,87.0,58.0,0.0,89.0,13.5,0.0,21.5,8.5,19.0,33.0,43.5,76.0,96.0,9.0,0.0
328,35,252.5,177.5,182.5,269.0,46.5,6.5,168.5,106.0,3.5,18.5,27.0,91.5,21.5,122.5,87.5,67.5,25.0,38.0
329,12,44.0,5.0,8.0,25.0,5.0,0.0,13.0,11.0,0.0,0.0,0.0,3.0,7.0,25.0,21.0,38.0,0.0,0.0
330,16,19.0,10.0,16.0,70.0,59.0,5.0,202.0,21.0,11.0,5.0,6.0,26.0,42.0,85.0,18.0,92.0,22.0,0.0
331,2,15.0,9.0,10.0,45.0,25.0,0.0,43.0,10.0,0.0,7.0,0.0,14.0,4.0,8.0,17.0,12.5,4.5,0.0
332,20,10.5,1.5,2.0,16.0,27.5,0.0,25.0,4.5,5.0,53.5,0.5,0.0,21.0,4.0,14.0,76.0,0.0,3.5
333,20,75.0,64.5,66.0,123.5,32.0,9.0,206.0,44.5,0.0,4.0,34.5,12.5,14.0,96.5,31.5,36.5,23.5,0.0
334,14,41.0,23.5,23.5,33.0,46.0,0.0,95.0,18.0,0.0,0.0,9.5,0.0,4.0,17.0,30.0,51.0,14.0,5.0
335,5,20.5,0.0,2.5,12.0,15.0,0.0,53.0,3.5,7.5,0.0,0.0,2.0,4.0,20.0,2.5,11.5,16.5,0.0
336,4,25.0,2.0,12.0,14.0,9.0,0.0,67.0,12.0,4.0,1.0,0.0,8.0,16.0,33.0,10.0,16.0,26.0,5.0
337,7,27.0,0.0,0.0,5.0,4.0,0.0,12.0,8.0,0.0,18.0,0.0,0.0,2.0,1.0,45.0,24.0,0.0,0.0
338,13,33.0,11.0,29.0,58.0,29.0,0.0,115.0,22.0,0.0,5.0,12.0,11.0,11.0,55.0,14.0,46.0,15.0,3.0
339,65,91.0,0.0,0.0,68.0,141.0,0.0,193.5,18.5,0.0,0.0,22.5,3.5,51.0,35.5,84.5,202.5,42.5,15.0
340,19,39.0,7.5,7.5,33.0,44.5,0.0,71.5,18.0,0.0,7.0,16.0,5.0,5.0,14.0,14.5,45.5,12.0,8.0
341,2,6.0,0.0,0.0,9.0,3.5,0.0,62.5,1.0,0.5,1.0,0.0,3.0,3.5,19.5,0.5,17.0,12.0,0.0
342,26,67.0,11.0,37.0,236.0,139.0,13.0,527.0,50.0,13.0,24.0,5.0,31.0,71.0,178.0,46.0,129.0,67.0,18.0
343,9,40.0,14.0,19.0,67.0,35.0,0.0,82.0,14.0,0.0,4.0,0.0,9.0,19.0,29.0,22.0,50.0,2.0,0.0
344,61,144.0,23.0,28.0,186.0,114.0,0.0,337.0,42.0,0.0,38.0,7.0,27.0,36.0,122.0,93.0,161.0,61.0,27.0
345,50,191.5,66.0,63.0,304.0,161.0,7.5,441.5,81.0,8.5,35.0,8.0,32.5,81.0,105.0,133.5,174.0,60.5,8.0
346,175,495.0,71.0,103.0,475.5,128.0,0.0,204.5,283.0,3.0,124.5,19.5,14.5,59.0,93.5,437.0,280.0,19.5,19.0
347,11,52.5,0.0,0.0,10.5,11.5,0.0,30.0,30.5,0.0,4.0,10.5,0.0,0.0,5.5,29.5,7.0,4.5,0.0
348,3,5.0,0.0,0.0,55.0,30.0,1.0,174.0,6.0,5.0,24.0,0.0,0.0,15.0,18.0,12.0,49.0,14.0,0.0
349,14,16.0,0.0,3.0,20.0,20.0,0.0,27.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,19.0,30.0,10.0,0.0
350,40,146.0,12.0,34.0,286.0,118.0,3.0,272.0,49.0,0.0,15.0,4.0,13.0,46.0,117.0,83.0,141.0,49.0,30.0
351,12,39.0,0.0,0.0,52.0,17.0,0.0,76.0,4.0,0.0,5.0,0.0,10.0,10.0,42.0,25.0,29.0,7.0,4.0
352,34,139.5,146.0,60.5,92.0,50.5,0.0,109.5,101.0,3.0,14.0,19.5,16.0,24.5,42.0,116.5,46.5,8.0,4.0
353,262,368.0,80.5,103.0,463.5,341.0,12.5,466.0,126.0,8.0,142.0,45.0,26.5,88.5,126.5,245.0,471.0,110.0,32.5
354,19,45.0,25.0,35.0,88.0,40.0,0.0,70.0,45.0,0.0,8.0,7.0,30.0,0.0,58.0,22.0,39.0,15.0,3.0
355,141,349.0,68.0,68.5,246.0,190.0,11.5,382.0,161.5,4.5,232.5,42.0,37.5,132.0,97.5,303.0,437.5,68.0,11.5
356,2,0.0,0.0,0.0,22.0,2.5,0.0,36.5,0.0,0.0,9.5,0.0,0.0,2.5,18.0,10.5,17.5,3.5,0.0
357,1,33.0,39.0,40.0,63.0,4.0,5.0,47.0,23.0,0.0,5.0,10.0,24.0,5.0,24.0,8.0,17.0,4.0,3.0
358,77,239.0,122.0,200.0,1179.0,287.0,31.0,862.0,170.0,36.0,28.0,13.0,201.0,107.0,606.0,97.0,219.0,111.0,24.0
359,3,20.0,9.0,16.0,23.0,24.0,0.0,146.5,3.5,3.5,0.0,9.0,9.0,0.0,45.5,8.5,12.0,15.5,3.0
360,12,20.0,0.0,3.0,10.0,69.0,0.0,66.0,2.0,4.0,17.0,0.0,0.0,28.0,10.0,22.0,106.0,5.0,0.0
361,20,78.0,22.0,39.0,88.0,30.0,0.0,93.0,31.0,0.0,6.0,0.0,20.0,9.0,61.0,50.0,76.0,13.0,0.0
362,30,80.0,33.5,25.5,171.5,117.5,13.0,214.5,56.0,5.0,38.5,15.5,20.0,34.0,111.0,38.5,117.0,32.5,0.0
363,49,207.0,193.0,206.0,267.0,68.0,4.0,287.0,107.0,4.0,48.0,9.0,210.0,42.0,132.0,222.0,108.0,15.0,7.0
